property_name,breadcrumbs,price,image_url,description,seller_name,location,property_type,bathrooms,bedrooms
FULL FURNISHED GROUND FLOOR FOR RENT NEAR MIMS HOSPITAL CALICUT,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Govindapuram,FULL FURNISHED GROUND FLOOR FOR RENT NEAR MIMS HOSPITAL CALICUT","{'amount': '25000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/u2psja8uhykd3-IN/image;s=850x0,"Full furnished Ground floor for rent Near MIMS hospital,daily rent, weakly rent ,monthly rent  and year rent ,Rent 25000,Available for 15/07/2024 ,mob 93       49         15       56      96",Super Deal,"Govindapuram, Kozhikode, Kerala",Flats / Apartments,3,2
4000 per head Full furnished apartment,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Christian College,4000 per head Full furnished apartment","{'amount': '20000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/p9ef98301tze2-IN/image;s=850x0,"Only batchlers,3 vacancy available ,1 single room without Ac and 1 double room with Ac,Total 20000,4000 each,Total 5 people,All kitchen appliances ,Dining table,Bed,Wardrobes,Parking",Gokul krishnadas,"Christian College, Kozhikode, Kerala",Flats / Apartments,2,3
"Branded Furnished 2BHK Flat For Rent at Thondayad Bypass,Calicut(nt","Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,Branded Furnished 2BHK Flat For Rent at Thondayad Bypass,Calicut(nt","{'amount': '33000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/hz7rh5nwxogf2-IN/image;s=850x0,"Are you looking for a Branded Flat ?,Here it is !,2BHK Flat Available For Rent ,,1436sq.ft Fully- Furnished Flat for Rent at  Thondayad Bypass,Calicut,Rent : 33,000/-,**Amenities:**,* Fitness Center: Stay fit with state-of-the-art gym facilities.,* 24/7 Security: Ensuring your safety with advanced security systems.,* Children’s Play Area: Safe and fun space for kids to play.,* Community Hall: Ideal for hosting gatherings and events.,* Ample Parking: Secure parking space for your vehicles.,* Power Backup: Uninterrupted power supply for your convenience.,* Landscaped Gardens: Serene and beautiful green spaces.,""Note : Image shown are only for business purpose , actual building / Land may differ."",Other Available properties,*Panniker Road, 3bhk ,1600sq.ft , Semi, 25000/-,* Erahipalam ,2bhk,1200sq.ft , Furnished 27000/-,* Erahipalam , 3bhk, 1600sq.ft, semi, 23000/-,*Thondayad, 3bhk, 2000sq.ft , semi, 45000/-,* kottuli ,2bhk , 1000sq.ft,semi , 23000/-,*calicut Beach , 3bhk, 1600sq.ft,26000/-,* YMC , 1bhk, 700sq.ft semi,25000/-,* methoott Thazham 2bhk 800sq.ft semi , 16500/-,*pottammal, 3bhk , furnshed,25000/-,* East Hill, 3Bhk, Semi Furbished,23000/-,For More details, Contact:,Big Deals Realtors,4th Floor , Hilite Business Park , Palazhy - Calicut -,About Us :,Big Deals is Kerala’s No 1 real Estate Firm started in 2008 by a group of Professionals .Presently we have 8 branches in Kerala and an overseas branch at UAE , Our vast database of properties make it easier for our customers to get their dream property they deserve . Our specialized and trained relationship officers work tirelessly to find your dream property and negotiate the deal to arrive at the best possible value.,We are Executive Member of National Association of Realtors and Calicut Realtors Association – India with tie up of 43 associations across India and UAE.,We Provide the following Specialised Features :,* Hassle free Documentation,* Maintenance care –fixing of Electrical, Plumbing and Carpentry faults before handing over of the property,* Ensure Owner Dues Settlement – Association dues , Electricity , Water and Gas connection dues , land and property taxes etc",Big Deals,"Thondayad, Kozhikode, Kerala",Flats / Apartments,2,2
Apartment for rent,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Kannanchery,Apartment for rent","{'amount': '13000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/48pqy6zwo92j-IN/image;s=850x0,"Two attached bedrooms,,hall,, kitcen,,workarea,,well water and japan water available",Ashraf,"Kannanchery, Kozhikode, Kerala",Flats / Apartments,2,2
Home Stay for girls,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thiruthiyad,Home Stay for girls","{'amount': '6000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/b1shjwf2vcxr1-IN/image;s=850x0,Stay with Food Rs.6000/month,subair ,"Thiruthiyad, Kozhikode, Kerala",Individual House / Villa,4+,4+
2 Bhk furnished  Flat for Rent  Karaparamba,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Karaparamba,2 Bhk furnished  Flat for Rent  Karaparamba","{'amount': '50000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/s5rqoxw1utbm1-IN/image;s=850x0,"**2 BHK Furnished Flat for Rent in Karaparamba**,**Property Features:**,- **Type:** 2 BHK Furnished Flat,- **Interior:** Fully furnished with high-quality, branded furniture,- **Apartment Type:** Luxury apartment in a prime location,**Location Advantages:**,- Close proximity to hospitals,- Nearby schools for educational needs,- Supermarkets and shopping facilities within easy reach,**Amenities:**,- Swimming pool for leisure and relaxation,- Piped gas for convenient cooking,- Clubhouse for social events and gatherings,- High-speed lift for easy access to all floors,- 24/7 security for your peace of mind,- Dedicated car parking space,- Wi-Fi connection available,**Rent Information:** ,For more details on rent and to schedule a viewing, please contact us.,This is an ideal living space for families or professionals looking for a comfortable and luxurious lifestyle in Karaparamba. Don’t miss out on the opportunity to make this beautiful flat your new home!,More Details ,Endless properties ,2Nd floor Kairali Complex ,Thondayad, Calicut",Endless properties,"Karaparamba, Kozhikode, Kerala",Flats / Apartments,2,2
2 bhk fully furnished branded flat for rent at landmark world,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,2 bhk fully furnished branded flat for rent at landmark world","{'amount': '32000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/r3oa66qsrwy01-IN/image;s=850x0,"2 bhk fully furnished branded flat for rent at landmark world,Ready to move,Reserved car parking,Luxury facilities and amenities ,Gym,pool , coffee shop, club house for gents and ladies, supermarket attached in society, 24 hrs water, generator backup, centerlized gated community app management system provided by  association, visitors car parking, roof top pool and garden area, waste management system, 24hrs maintenance technician, etc,Very near to Calicut Cyberpark, hilite mall, metro hospital, asten hospital, Oxford school, hilite business park etc.,Easy to access Calicut airport ,Rent 32k,Rent",PN PROPERTIES,"Thondayad, Kozhikode, Kerala",Flats / Apartments,2,2
"Semi-Furnished Flat For Rent at Pottammal, Calicut (NZ)","Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Pottammal,Semi-Furnished Flat For Rent at Pottammal, Calicut (NZ)","{'amount': '33000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/eb3a0btay85d2-IN/image;s=850x0,"Are you looking for a Branded Flat ?,Here it is !,3Bhk Flat Available For Rent ,,1136sq.ft Semi- Furnished Branded Flat for Rent at Pottammal,Calicut,Rent : 33,000/-,**Amenities:**,* Fitness Center: Stay fit with state-of-the-art gym facilities.,* 24/7 Security: Ensuring your safety with advanced security systems.,* Children’s Play Area: Safe and fun space for kids to play.,* Community Hall: Ideal for hosting gatherings and events.,* Ample Parking: Secure parking space for your vehicles.,* Power Backup: Uninterrupted power supply for your convenience.,* Landscaped Gardens: Serene and beautiful green spaces.,""Note : Image shown are only for business purpose , actual building / Land may differ."",Other Available properties,*Panniker Road, 3bhk ,1600sq.ft , Semi, 25000/-,* Erahipalam ,2bhk,1200sq.ft , Furnished 27000/-,* Erahipalam , 3bhk, 1600sq.ft, semi, 23000/-,*Thondayad, 3bhk, 2000sq.ft , semi, 45000/-,* kottuli ,2bhk , 1000sq.ft,semi , 23000/-,*calicut Beach , 3bhk, 1600sq.ft,26000/-,* YMC , 1bhk, 700sq.ft semi,25000/-,* methoott Thazham 2bhk 800sq.ft semi , 16500/-,*pottammal, 3bhk , furnshed,25000/-,* East Hill, 3Bhk, Semi Furbished,23000/-,For More details, Contact:,Big Deals Realtors,4th Floor , Hilite Business Park , Palazhy - Calicut -,About Us :,Big Deals is Kerala’s No 1 real Estate Firm started in 2008 by a group of Professionals .Presently we have 8 branches in Kerala and an overseas branch at UAE , Our vast database of properties make it easier for our customers to get their dream property they deserve . Our specialized and trained relationship officers work tirelessly to find your dream property and negotiate the deal to arrive at the best possible value.,We are Executive Member of National Association of Realtors and Calicut Realtors Association – India with tie up of 43 associations across India and UAE.,We Provide the following Specialised Features :,* Hassle free Documentation,* Maintenance care –fixing of Electrical, Plumbing and Carpentry faults before handing over of the property,* Ensure Owner Dues Settlement – Association dues , Electricity , Water and Gas connection dues , land and property taxes etc",Big Deals,"Pottammal, Kozhikode, Kerala",Flats / Apartments,3,3
Paying gust.. Ladies only,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in East Hill,Paying gust.. Ladies only","{'amount': '4500', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/ynl4wuxyvogc-IN/image;s=850x0,Paying gust... Ladies only,Iysha,"East Hill, Kozhikode, Kerala",Flats / Apartments,2,2
House for Rent at Kozhikode City (Eranhipalam) near Ashirvad Lawns,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Eranhipalam,House for Rent at Kozhikode City (Eranhipalam) near Ashirvad Lawns","{'amount': '34000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/uhuxio7py2861-IN/image;s=850x0,"The above property is near and easily accessible to Calicut city.,Featuring 4 separate rooms (bath attached),Total floors:,Ground floor: Living area, sit-out, 2 bedrooms with (bath attached), kitchen & work area.,First floor: Living area, sit-out, 2 Bedroom 1 (bath attached) ,Open work area.,Other features:,Total floor area 2,300 sqft (approx.) ,Quiet Residencial Area, with Compound Wall & gate.,Lorry accessible,Interlocked floor,Well Water,Facing: West,Car parking: 1,Bike parking: 4,Expected Rent: 34,000,For Enquiries contact Me.",Ush,"Eranhipalam, Kozhikode, Kerala",Individual House / Villa,3,4
Luxury studio flat for rent near hilite mall,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,Luxury studio flat for rent near hilite mall","{'amount': '20000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/f8tftekhf7ih1-IN/image;s=850x0,"Luxury studio flat for rent near hilite mall,Ready to move,Luxury facilities and amenities ,Gym,pool , coffee shop, club house for gents and ladies, supermarket attached in society, 24 hrs water, generator backup, centerlized gated community app management system provided by  association, visitors car parking, roof top pool and garden area, waste management system, 24hrs maintenance technician, etc,Very near to Calicut Cyberpark, hilite mall, metro hospital, asten hospital, Oxford school, hilite business park etc.,Easy to access Calicut airport ,Rent 20k,Rent",PN PROPERTIES,"Thondayad, Kozhikode, Kerala",Flats / Apartments,1,1
"3BHK Residential House For Rent at Nadakkavu, Calicut (mh)","Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Nadakkavu,3BHK Residential House For Rent at Nadakkavu, Calicut (mh)","{'amount': '25000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/26kjove2bglp-IN/image;s=850x0,"Are you looking for a House ?,Here it is.,3 BHK 1400sq.ft Un -Furnished House For Rent at Nadakkavu, Calicut,Suitable for commercial purpose also ,Landmark : Karad road ,Rent : 25,000/-,It hosts all the amenities and all the facilities are nearby the city.,Other Available Properties:-,* Erahipalam ,2bhk,1200sq.ft , Furnished 27000/-,* Erahipalam , 3bhk, 1600sq.ft, semi, 23000/-,*Thondayad, 3bhk, 2000sq.ft , semi, 45000/-,* kottuli ,2bhk , 1000sq.ft,semi , 23000/-,*calicut Beach , 3bhk, 1600sq.ft,26000/-,* YMC , 1bhk, 700sq.ft semi,25000/-,* methoott Thazham 2bhk 800sq.ft semi , 16500/-,*pottammal, 3bhk , furnshed,25000/-,""Note : Image shown are only for business purpose , actual building / Land may differ."",For More details, Contact:,Big Deals Realtors,4th Floor , Hilite Business Park , Palazhy - Calicut -,About Us :,Big Deals is Kerala’s No 1 real Estate Firm started in 2008 by a group of Professionals .Presently we have 8 branches in Kerala and an overseas branch at UAE , Our vast database of properties make it easier for our customers to get their dream property they deserve . Our specialized and trained relationship officers work tirelessly to find your dream property and negotiate the deal to arrive at the best possible value.,We are Executive Member of National Association of Realtors and Calicut Realtors Association – India with tie up of 43 associations across India and UAE.,We Provide the following Specialised Features :,* Hassle free Documentation,* Maintenance care –fixing of Electrical, Plumbing and Carpentry faults before handing over of the property,* Ensure Owner Dues Settlement – Association dues , Electricity , Water and Gas connection dues , land and property taxes etc",Big Deals,"Nadakkavu, Kozhikode, Kerala",Individual House / Villa,3,3
3bhk semi furnished luxury flat malaparamb,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Malaparamba,3bhk semi furnished luxury flat malaparamb","{'amount': '38000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/7k151u531x133-IN/image;s=850x0,"3bhk semi furnished luxury flat near malaparamb,Modular kitchen ,Excellent view from balcony ,Wardrobes,Cot available ,Amenities ,Gym,Pool,24* security ,Power backup,Car parking ,Conference room etc,Rent-38000(including maintenance ) fixed,Advance-3months rent",Jamsheer,"Malaparamba, Kozhikode, Kerala",Flats / Apartments,3,3
Single stored well maintained near by Lulu / mims,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Mankavu,Single stored well maintained near by Lulu / mims","{'amount': '25000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/5risbp9ehhb93-IN/image;s=850x0,Villa style good ambience silent area walkable distance to mims &  Lulu.Near ( prestige school),Saidu ,"Mankavu, Kozhikode, Kerala",Individual House / Villa,2,2
Furnished House suitable for hostel near mims,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Puthiyara,Furnished House suitable for hostel near mims","{'amount': '100000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/189fpihsw9jy-IN/image;s=850x0,"House suitable for hostel ,Furnished House suitable for hostel very near to mims hospital,65 persons accommodation ,Suitable for ladies hostel with furniture,10 bathrooms,More than 10 car parking,Near MIMS Hospital ,2 km from Railway station ,6 months deposit",Olx User,"Puthiyara, Kozhikode, Kerala",Flats / Apartments,4+,4+
2 BHk APARTMENT FOR RENT IN NR MIMS HOSPITAL,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Mankavu,2 BHk APARTMENT FOR RENT IN NR MIMS HOSPITAL","{'amount': '15000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/1xah9t6g58vq1-IN/image;s=850x0,"The rent expected by the owner for this apartment is Rs 15,000,Apart from this, there are also apartments with a rent of Rs 20,000-25,000",Manu,"Mankavu, Kozhikode, Kerala",Flats / Apartments,2,2
4bhk premium luxury flat near calicut beach,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Calicut Beach,4bhk premium luxury flat near calicut beach","{'amount': '60000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/wk75ini36bdd-IN/image;s=850x0,"Sprawling across an area of 2752 sqft, this 3BHK apartment provides ample space for a comfortable and spacious living experience. The thoughtfully planned layout encompasses a well-defined living room,3 cozy bedrooms, a contemporary modular kitchen, 3 well-appointed bathrooms, pooja room and four (4)  balconies. The living room is designed to be the heart of the home, offering an inviting space for relaxation and entertainment. Natural lighting and ventilation: Large full size glass windows throughout the apartment ensure an abundance of natural light, creating a bright and airy atmosphere.,Onsite maintenance staff, water storage facilities, visitor parking, security / fire alarm, feng-shui / vaastu compliant, intercom facility, 3 x lift(s), water purifier, natural light, airy rooms, spacious interiors, waste disposal, full DG backup, gym and party hall. Guest rooms.",Jithu,"Calicut Beach, Kozhikode, Kerala",Flats / Apartments,3,3
